serial,term,reading,meaning,pos,source_scope,source_type,notes
49,当てる,あてる,[他动·一段] 打，碰，撞，触打；贴上，放上；淋；烤；晒；铺上，垫上；填上； 猜，推测,他动·一段,gaokao,moji_pdf,来源：MOJi辞書 - 高考大纲词汇 1~1000.pdf
49,スマートフォン,すまーとふぉん,[名] smartphone智能手机,名,gaokao,moji_pdf,来源：MOJi辞書 - 高考大纲词汇 1001~2000.pdf
49,晩,ばん,[名·副词] 晚，晚上；傍晚，晚日暮，黄昏；晚饭，晚餐,名·副词,gaokao,moji_pdf,来源：MOJi辞書 - 高考大纲词汇 2001~2289.pdf
50,集める,あつめる,[他动·一段] 集合，招集，吸引；收集；汇集；凑；集中,他动·一段,gaokao,moji_pdf,来源：MOJi辞書 - 高考大纲词汇 1~1000.pdf
50,狡い,ずるい,[形] 狡猾，奸滑，奸诈，（耍）滑头，花言巧语『成』；不讲理；脸皮厚,形,gaokao,moji_pdf,来源：MOJi辞書 - 高考大纲词汇 1001~2000.pdf
50,半,はん,[名] 半，一半；二倍半；奇数用2除不尽的数；半。1小时的二分之一，古代计时 的“刻”的二分之一；表示中途，一半，不彻底的意思,名,gaokao,moji_pdf,来源：MOJi辞書 - 高考大纲词汇 2001~2289.pdf
51,穴,あな,[名] 孔，眼；洞，窟窿；墓穴，坟墓；洞，穴，窝；矿井；隐匿处；缺点；漏洞； 亏空；缺少；（赛马，赛车等获得的）意外之财,名,gaokao,moji_pdf,来源：MOJi辞書 - 高考大纲词汇 1~1000.pdf
51,する,する,[名·自他动·サ变] 使……成为，把……变成。（あるものを何かにあてる、何か の位置にすえる、代えるなどの意を表す。）；色，形，性质等处于某种状态。 （その状態·状況にある意、また、それをもたらす意を表す。）；干，做，办。 （その動作を行う）；担任，当。（何かの役·つとめをする。）；感觉到， 有……的感觉。（その事柄が起るのが感ぜられる意を表す。）,名·自他动·サ变,gaokao,moji_pdf,来源：MOJi辞書 - 高考大纲词汇 1001~2000.pdf
51,ハンドバッグ,はんどばっぐ,[名] handbag（女用）手提包，手包，手袋,名,gaokao,moji_pdf,来源：MOJi辞書 - 高考大纲词汇 2001~2289.pdf
52,アドバイス,あどばいす,[名·サ变] advice劝告，提意见；建议,名·サ变,gaokao,moji_pdf,来源：MOJi辞書 - 高考大纲词汇 1~1000.pdf
52,ずる,ずる,[副词·自他动] 滑动，移动，挪动，离开原来的位置；松滑，松脱滑落；拖，曳， 拖拉，拖延,副词·自他动,gaokao,moji_pdf,来源：MOJi辞書 - 高考大纲词汇 1001~2000.pdf
52,ハンドブック,はんどぶっく,[名] 手册，便览，指南入门读物；handbook小型书,名,gaokao,moji_pdf,来源：MOJi辞書 - 高考大纲词汇 2001~2289.pdf
53,アナウンサ,あなうんさ,[名] announcer播音员主持人；暗指那些老是在背后说别人事情，多嘴饶舌的人是 从广播中流行开来的隐语,名,gaokao,moji_pdf,来源：MOJi辞書 - 高考大纲词汇 1~1000.pdf
53,スリッパ,すりっぱ,[名] slipper拖鞋,名,gaokao,moji_pdf,来源：MOJi辞書 - 高考大纲词汇 1001~2000.pdf
53,番号,ばんごう,[名] 号码，号数，号头,名,gaokao,moji_pdf,来源：MOJi辞書 - 高考大纲词汇 2001~2289.pdf
54,兄,あに,[名] 哥哥；姐夫大舅子义兄；年长的；师兄,名,gaokao,moji_pdf,来源：MOJi辞書 - 高考大纲词汇 1~1000.pdf
54,すると,すると,[接续] 于是，于是就，于是乎；那，那么，那么说来，这么说来,接续,gaokao,moji_pdf,来源：MOJi辞書 - 高考大纲词汇 1001~2000.pdf
54,反対,はんたい,[名·自动·サ变] 反对；相反；反，倒，颠倒,名·自动·サ变,gaokao,moji_pdf,来源：MOJi辞書 - 高考大纲词汇 2001~2289.pdf
55,アニメ,あにめ,[名] 动画片，卡通,名,gaokao,moji_pdf,来源：MOJi辞書 - 高考大纲词汇 1~1000.pdf
55,鋭い,するどい,[形] 敏锐，灵敏，机灵；（物品）尖，尖锐。；锋利，快。；尖锐，犀利，严厉； 尖利；炯炯有神；激烈，强烈,形,gaokao,moji_pdf,来源：MOJi辞書 - 高考大纲词汇 1001~2000.pdf
55,判断,はんだん,[名·サ变] 判断；占卜；判断,名·サ变,gaokao,moji_pdf,来源：MOJi辞書 - 高考大纲词汇 2001~2289.pdf
56,姉,あね,[名] 姐姐，姊；(謙遜)家姐；嫂子，嫂嫂；大姑子；大姨子,名,gaokao,moji_pdf,来源：MOJi辞書 - 高考大纲词汇 1~1000.pdf
56,座る,すわる,[自动·五段] 坐；跪坐；居某地位，占据席位；盘（着）腿坐,自动·五段,gaokao,moji_pdf,来源：MOJi辞書 - 高考大纲词汇 1001~2000.pdf
56,半分,はん ぶん,[名·副词] 一半二分之一；半；中间，或者不完全的事。,名·副词,gaokao,moji_pdf,来源：MOJi辞書 - 高考大纲词汇 2001~2289.pdf
57,アパート,あぱーと,[名] 公寓,名,gaokao,moji_pdf,来源：MOJi辞書 - 高考大纲词汇 1~1000.pdf
57,背,せ,[名] 脊背，后背，脊梁；后方，背景；身长，身高，身材，个子；山脊，岭巅；个 子身长身量,名,gaokao,moji_pdf,来源：MOJi辞書 - 高考大纲词汇 1001~2000.pdf
57,じょう,ばんりのちょう,万里の長城 [名] 万里长城,,gaokao,moji_pdf,来源：MOJi辞書 - 高考大纲词汇 2001~2289.pdf
58,浴びる,あびる,[他动·一段] 浇；淋，浴；照，晒；满身受到；受，蒙，遭,他动·一段,gaokao,moji_pdf,来源：MOJi辞書 - 高考大纲词汇 1~1000.pdf
58,～製,～せい,[名] 制造，制品，产品。（作られたものであること。作。）,名,gaokao,moji_pdf,来源：MOJi辞書 - 高考大纲词汇 1001~2000.pdf
58,範囲,はんい,[名] 范围，界限,名,gaokao,moji_pdf,来源：MOJi辞書 - 高考大纲词汇 2001~2289.pdf
59,危ない,あぶない,[形] 危险，不安全；靠不住；令人担心；危险，不稳固地位受到威胁；危险，悬 乎，不保险处于预计会出现的坏结果的状态,形,gaokao,moji_pdf,来源：MOJi辞書 - 高考大纲词汇 1~1000.pdf
59,所為,せい,[名] 原因，缘故，影响，关系；过错，过失，归咎,名,gaokao,moji_pdf,来源：MOJi辞書 - 高考大纲词汇 1001~2000.pdf
59,番組,ばんぐみ,[名] (电视，广播，演剧，比赛等的)节目,名,gaokao,moji_pdf,来源：MOJi辞書 - 高考大纲词汇 2001~2289.pdf
60,油,あぶら,[名] 油；发油;发蜡,名,gaokao,moji_pdf,来源：MOJi辞書 - 高考大纲词汇 1~1000.pdf
60,正解,せいかい,[名·他动·サ变] 正确的解释，正解；正确的解答,名·他动·サ变,gaokao,moji_pdf,来源：MOJi辞書 - 高考大纲词汇 1001~2000.pdf
60,パン,ぱん,[名] 面包；平锅，带柄煎锅,名,gaokao,moji_pdf,来源：MOJi辞書 - 高考大纲词汇 2001~2289.pdf
61,アフリカ,あふりか,[名] 非洲。,名,gaokao,moji_pdf,来源：MOJi辞書 - 高考大纲词汇 1~1000.pdf
61,性格,せいかく,[名] 性格，性情；脾气；性质；特性,名,gaokao,moji_pdf,来源：MOJi辞書 - 高考大纲词汇 1001~2000.pdf
61,春,はる,[名·副词] 春，春天；青春期（青春期）；极盛时期；新的一年，新春,名·副词,gaokao,moji_pdf,来源：MOJi辞書 - 高考大纲词汇 2001~2289.pdf
62,甘い,あまい,[形] 甜；咸味淡；甜蜜；宽；姑息；好说话；藐视，小看，看得简单；乐观；天 真；肤浅；浅薄；不锐利，不快，钝的,形,gaokao,moji_pdf,来源：MOJi辞書 - 高考大纲词汇 1~1000.pdf
62,正確,せいかく,[名·形动] 正确,名·形动,gaokao,moji_pdf,来源：MOJi辞書 - 高考大纲词汇 1001~2000.pdf
62,張る,はる,[动·五段] 伸展、拉伸、张开 「張る」最基本的意思，指使某物伸展或扩张。； 事物的一端向外延伸，像布阵一样地展开伸展，延伸；液体表面出现具有一定厚度 的层状物，覆盖在液体上方；过于饱满充实，从而难以忍受或招架强调程度之深译 为“紧张”“肿胀”等；将布或网以不出现皱褶或坑陷的状态呈一定面积地伸展开 来，或是把线、带子、绳、金属丝等呈一条直线地拉伸；做出不给对方有机可乘的 架势；为表示迎接而做必要的布置；徒手打；粉饰表面；坚持自己的意见或感受、 在某些情况下，「張る」也有“装作某种样子”的意思，通常用来形容做作的行 为。,动·五段,gaokao,moji_pdf,来源：MOJi辞書 - 高考大纲词汇 2001~2289.pdf
63,余り,あまり,[名·副词] 剩余，余剩，剩下；剩下的数，余数；过度……的结果，因过于…… 而……；（不）怎样，（不）很，（不）大；太，过分,名·副词,gaokao,moji_pdf,来源：MOJi辞書 - 高考大纲词汇 1~1000.pdf
63,生活,せいかつ,[名·自动·サ变] 人和生物为生存和发展而进行的日常活动；生活，谋生维持度日 的活动,名·自动·サ变,gaokao,moji_pdf,来源：MOJi辞書 - 高考大纲词汇 1001~2000.pdf
63,針,はり,[名] 针；针状物；裁缝；伤害对方感情,名,gaokao,moji_pdf,来源：MOJi辞書 - 高考大纲词汇 2001~2289.pdf
64,あまり,あまり,[文法] 下接否定词语表示不那么…，不怎么…，不太…，鲜为。；…之余，因过 于…而…。以「…のあまり」的形式表示由于事情的程度过分而造成的结果。；余 数，除法除不尽剩下的数。；过火，过激。程度非常严重。；多，余。表示比某数 目多一些的意思。；余，剩余，富余。剩下的东西；太，过分。程度超乎寻常。； 表示“过度……的结果”、“因过于……而……”的意思。；《相关惯用句》； 太，过于。程度超过一般。,文法,gaokao,moji_pdf,来源：MOJi辞書 - 高考大纲词汇 1~1000.pdf
64,請求,せいきゅう,[名·他动·サ变] 请求索取要求,名·他动·サ变,gaokao,moji_pdf,来源：MOJi辞書 - 高考大纲词汇 1001~2000.pdf
64,腹,はら,[名] 腹，肚子；内心，想法；心情，情绪；度量，器量；胎内，母体内；肚儿,名,gaokao,moji_pdf,来源：MOJi辞書 - 高考大纲词汇 2001~2289.pdf
65,網,あみ,[名] 网，铁丝网；罗网法网,名,gaokao,moji_pdf,来源：MOJi辞書 - 高考大纲词汇 1~1000.pdf
65,税金,ぜいきん,[名] 税款；捐税,名,gaokao,moji_pdf,来源：MOJi辞書 - 高考大纲词汇 1001~2000.pdf
65,払う,はらう,[他动·五段] 支付；驱赶，赶走，除掉；卖掉，处理掉；拂去，掸去；倾注；表示 (尊敬)；加以(注意等)；横扫，横砍，横拉,他动·五段,gaokao,moji_pdf,来源：MOJi辞書 - 高考大纲词汇 2001~2289.pdf
66,雨,あめ,[名] 雨；下雨；雨天；雨量；雨点般落下,名,gaokao,moji_pdf,来源：MOJi辞書 - 高考大纲词汇 1~1000.pdf
66,成功,せいこう,[名·自动·サ变] 成功、达到目的；成就；胜利；功成名就；成功立业,名·自动·サ变,gaokao,moji_pdf,来源：MOJi辞書 - 高考大纲词汇 1001~2000.pdf
66,はらはら,はらはら,[名·副词·サ变] 头发散乱状；静静地连续落下状；担心，忧虑,名·副词·サ变,gaokao,moji_pdf,来源：MOJi辞書 - 高考大纲词汇 2001~2289.pdf
67,謝る,あやまる,[自他动·五段] 道歉，赔礼，谢罪；认输，折服，服，没有办法；谢绝，辞退,自他动·五段,gaokao,moji_pdf,来源：MOJi辞書 - 高考大纲词汇 1~1000.pdf
67,政治,せいじ,[名] 政治,名,gaokao,moji_pdf,来源：MOJi辞書 - 高考大纲词汇 1001~2000.pdf
67,流行る,はやる,[自动·五段] 流行时髦时兴行时；兴旺繁盛；（疾病等）流行蔓延传染,自动·五段,gaokao,moji_pdf,来源：MOJi辞書 - 高考大纲词汇 2001~2289.pdf
68,洗う,あらう,[他动·五段] 洗，冲洗；洗涤，净化，一笔勾销；（彻底）调查，查（清），查 明；冲刷波浪来回拍击岸边,他动·五段,gaokao,moji_pdf,来源：MOJi辞書 - 高考大纲词汇 1~1000.pdf
68,性質,せいしつ,[名] 性格，性情，脾气；性质，特性,名,gaokao,moji_pdf,来源：MOJi辞書 - 高考大纲词汇 1001~2000.pdf
68,バランス,ばらんす,[名·サ变] 平衡，平均，均衡,名·サ变,gaokao,moji_pdf,来源：MOJi辞書 - 高考大纲词汇 2001~2289.pdf
69,争う,あらそう,[他动·五段] 竞争，对抗；争，争夺；斗争；奋斗；争论，争辩,他动·五段,gaokao,moji_pdf,来源：MOJi辞書 - 高考大纲词汇 1~1000.pdf
69,精神,せいしん,[名] 精神，心灵；精力，毅力；精神，思想；精神，意识,名,gaokao,moji_pdf,来源：MOJi辞書 - 高考大纲词汇 1001~2000.pdf
69,っぱなし,っぱなし,[接尾] （接在连用形后）放置不管，置之不理,接尾,gaokao,moji_pdf,来源：MOJi辞書 - 高考大纲词汇 2001~2289.pdf
70,改めて,あらためて,[副词] 重新；再,副词,gaokao,moji_pdf,来源：MOJi辞書 - 高考大纲词汇 1~1000.pdf
70,成績,せいせき,[名] 成绩，学业成绩；成绩在事业、工作等方面做出的成果,名,gaokao,moji_pdf,来源：MOJi辞書 - 高考大纲词汇 1001~2000.pdf
70,バドミントン,ばどみんとん,[名] （Badminton）羽毛球，球类运动的一种，双方隔着网用球拍互打羽毛球的 体育运动在格拉斯哥郡的伯明顿庄园形成游戏的原型，故名,名,gaokao,moji_pdf,来源：MOJi辞書 - 高考大纲词汇 2001~2289.pdf
71,現す,あらわす,[他动·五段] 现露，显露,他动·五段,gaokao,moji_pdf,来源：MOJi辞書 - 高考大纲词汇 1~1000.pdf
71,製造,せいぞう,[名·他动·サ变] 制造，生产,名·他动·サ变,gaokao,moji_pdf,来源：MOJi辞書 - 高考大纲词汇 1001~2000.pdf
71,花,はな,"[名] 插花，花道；花；樱花；梅花；芥草；华丽，华美；光彩；精华；黄金时代, 最美好的时期；（给艺人的)赏钱；（给艺妓的)酬金；纸牌戏",名,gaokao,moji_pdf,来源：MOJi辞書 - 高考大纲词汇 2001~2289.pdf
72,表す,あらわす,[他动·五段] 表现；表示；表达；象征；代表；意味着；显示（于世）,他动·五段,gaokao,moji_pdf,来源：MOJi辞書 - 高考大纲词汇 1~1000.pdf
72,贅沢,ぜいたく,[名·形动] 奢侈，奢华；浪费，铺张；过分讲究，过分的要求，奢望；奢侈实现了 所能期望的最好状态，在此之上多做要求是贪得无厌了；奢侈，奢华；浪费；铺张,名·形动,gaokao,moji_pdf,来源：MOJi辞書 - 高考大纲词汇 1001~2000.pdf
72,鼻,はな,[名] 鼻子,名,gaokao,moji_pdf,来源：MOJi辞書 - 高考大纲词汇 2001~2289.pdf
73,現れる,あらわれる,[自动·一段] 出现，出来，露出；示现，出现，显现；来，到到达某处,自动·一段,gaokao,moji_pdf,来源：MOJi辞書 - 高考大纲词汇 1~1000.pdf
73,成長,せいちょう,[名·自动·サ变] 增长；发展；成长，发育；生长,名·自动·サ变,gaokao,moji_pdf,来源：MOJi辞書 - 高考大纲词汇 1001~2000.pdf
73,話し合う,はなしあう,[自他动·五段] 谈话，对话；商量，商谈协商，谈判,自他动·五段,gaokao,moji_pdf,来源：MOJi辞書 - 高考大纲词汇 2001~2289.pdf
74,有難い,ありがたい,[形] 值得高兴，值得感谢，不胜感谢；尊贵，可贵，难得一见的,形,gaokao,moji_pdf,来源：MOJi辞書 - 高考大纲词汇 1~1000.pdf
74,生長,せいちょう,[名·サ变] 生长，发育,名·サ变,gaokao,moji_pdf,来源：MOJi辞書 - 高考大纲词汇 1001~2000.pdf
74,話す,はなす,[他动·五段] 说，讲；谈话，商量；说明，告诉；说（某种语言）,他动·五段,gaokao,moji_pdf,来源：MOJi辞書 - 高考大纲词汇 2001~2289.pdf
75,或る,ある,[连体词] 某；有,连体词,gaokao,moji_pdf,来源：MOJi辞書 - 高考大纲词汇 1~1000.pdf
75,生徒,せいと,[名] 学生,名,gaokao,moji_pdf,来源：MOJi辞書 - 高考大纲词汇 1001~2000.pdf
75,放す,はなす,[他动·五段] 放开，放掉，释放；放，撒开；〈接动词连用形后〉照原样放置不 动，使其状态持续下去,他动·五段,gaokao,moji_pdf,来源：MOJi辞書 - 高考大纲词汇 2001~2289.pdf
76,在る,ある,[自动·五段] 处于……,自动·五段,gaokao,moji_pdf,来源：MOJi辞書 - 高考大纲词汇 1~1000.pdf
76,制度,せいど,[名] 制度，规定,名,gaokao,moji_pdf,来源：MOJi辞書 - 高考大纲词汇 1001~2000.pdf
76,離す,はなす,[他动·五段] 放，放开，放掉，撒开；离开；使…分开；放开；隔开；拉开距离,他动·五段,gaokao,moji_pdf,来源：MOJi辞書 - 高考大纲词汇 2001~2289.pdf
77,或いは,あるいは,[接续] 或者，或许也许，不然的话；或许，有可能；或者有时，一方面,接续,gaokao,moji_pdf,来源：MOJi辞書 - 高考大纲词汇 1~1000.pdf
